Symbol,Company Name,Regulation,Type of Submission,Broadcast Date/Time,Details URL,Scrip Code,NSE Symbol,MSEI Symbol,Name of Signatory,Designation of Signatory,Sr. No.,Type of Instrument,Category of Person,Name of Person,CIN/DIN,Securities Held Prior (No.),Securities Held Prior (%),Securities Acquired/Disposed (No.),Securities Acquired/Disposed (Value),Transaction Type,Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Date of Intimation,Exchange,Notes
STEL,STEL HOLDINGS LIMITED,Regulation 7 (2),Original,27-Aug-2026 15:59:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4020_20260827_155908916_WEB.html,533316,STEL,NOTLISTED,SRUTHI SINDHU,,3,Equity,Promoter Group,SOFREAL MERCANTRADE PRIVATE LTD,U51103MH2012PTC236810,259657,1.41%,704,"430,673.00",Buy,260361,1.41%,25-08-2026,25-08-2026,Market Purchase,26-08-2026,,
STEL,STEL HOLDINGS LIMITED,Regulation 7 (2),Original,27-Aug-2026 15:59:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4020_20260827_155908916_WEB.html,533316,STEL,NOTLISTED,SRUTHI SINDHU,,4,Equity,Promoter Group,SOFREAL MERCANTRADE PRIVATE LTD,U51103MH2012PTC236810,260361,1.41%,12,"7,332.00",Buy,260373,1.41%,25-08-2026,25-08-2026,Market Purchase,26-08-2026,,
MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED,Regulation 7 (2),Original,27-Aug-2026 15:32:54,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17639_20260827_153254712_WEB.html,544273,MGEL,NA,KARANSINGH I KARKI,,1,Equity,Director,Praveen Kumar Gupta,00415491,123714,0.04%,29027,"416,585.00",Buy,152741,0.05%,26-08-2026,26-08-2026,Market Purchase,27-08-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,27-Aug-2026 15:06:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260827_150630537_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,1,Equity,Promoter Group,Devineni Ramaa,,8017884,2.83%,46000,"26,249,791.00",Buy,8063884,2.85%,25-08-2026,26-08-2026,Market Purchase,26-08-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,27-Aug-2026 15:06:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260827_150630537_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,2,Equity,Promoter Group,A9 Homes Private Limited,U45200TG2005PTC048265,5296200,1.87%,42000,"23,671,379.00",Buy,5338200,1.88%,25-08-2026,25-08-2026,Market Purchase,26-08-2026,,
PRECWIRE,PRECISION WIRES INDIA LIMITED,Regulation 7 (2),Original,27-Aug-2026 14:28:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_910_20260827_142837073_WEB.html,523539,PRECWIRE,NOTLISTED,DEEPIKA PANDEY,,1,Equity,Director,"Niraj 
Bhukhanwala",00113468,32445,0.02%,7500,"3,249,277.00",Sell,24945,0.01%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
BAIDFIN,BAID FINSERV LIMITED,Regulation 7 (2),Original,27-Aug-2026 11:52:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21019_20260827_115244795_WEB.html,511724,BAIDFIN,NOTLISTED,SURBHI RAWAT,,1,Equity,Promoter Group,ADITYA BAID,03100584,3908625,2.52%,1200683,"18,130,313.00",Buy,5109308,3.15%,26-08-2026,26-08-2026,Preferential Offer,27-08-2026,,
BAIDFIN,BAID FINSERV LIMITED,Regulation 7 (2),Original,27-Aug-2026 11:52:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21019_20260827_115244795_WEB.html,511724,BAIDFIN,NOTLISTED,SURBHI RAWAT,,2,Equity,Promoter Group,ALPANA BAID,06362806,3286875,2.12%,2401366,"36,260,627.00",Buy,5688241,3.51%,26-08-2026,26-08-2026,Preferential Offer,27-08-2026,,
BAIDFIN,BAID FINSERV LIMITED,Regulation 7 (2),Original,27-Aug-2026 11:52:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21019_20260827_115244795_WEB.html,511724,BAIDFIN,NOTLISTED,SURBHI RAWAT,,3,Equity,Promoter Group,ASMITA BAID,07747687,168875,0.11%,1801025,"27,195,477.00",Buy,1969900,1.22%,26-08-2026,26-08-2026,Preferential Offer,27-08-2026,,
BAIDFIN,BAID FINSERV LIMITED,Regulation 7 (2),Original,27-Aug-2026 11:52:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21019_20260827_115244795_WEB.html,511724,BAIDFIN,NOTLISTED,SURBHI RAWAT,,4,Equity,Promoter Group,DALIMA BAID,10046425,175126,0.11%,1801025,"27,195,477.00",Buy,1976151,1.22%,26-08-2026,26-08-2026,Preferential Offer,27-08-2026,,
JSWENERGY,JSW Energy Limited,Regulation 7 (2),Original,26-Aug-2026 20:25:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3013_20260826_202536407_WEB.html,533148,JSWENERGY,NOTLISTED,Ms. Monica Chopra,,1,Equity,Trust,JSW Energy Employees Welfare Trust,,871099,0.05%,129351,"1,293,510.00",Sell,741748,0.04%,20-08-2026,20-08-2026,Off Market,24-08-2026,,
JSWENERGY,JSW Energy Limited,Regulation 7 (2),Original,26-Aug-2026 20:25:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3013_20260826_202536407_WEB.html,533148,JSWENERGY,NOTLISTED,Ms. Monica Chopra,,2,Equity,Trust,JSW Energy Employees Welfare Trust,,741748,0.04%,15056,"8,238,840.00",Sell,726692,0.04%,21-08-2026,21-08-2026,Market Sale,24-08-2026,,
JSWENERGY,JSW Energy Limited,Regulation 7 (2),Original,26-Aug-2026 20:25:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3013_20260826_202536407_WEB.html,533148,JSWENERGY,NOTLISTED,Ms. Monica Chopra,,3,Equity,Trust,JSW Energy Employees Welfare Trust,,726692,0.04%,5640,"3,065,360.00",Sell,721052,0.04%,24-08-2026,24-08-2026,Market Sale,25-08-2026,,
JSWENERGY,JSW Energy Limited,Regulation 7 (2),Original,26-Aug-2026 20:25:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3013_20260826_202536407_WEB.html,533148,JSWENERGY,NOTLISTED,Ms. Monica Chopra,,4,Equity,Trust,JSW Energy Employees Welfare Trust,,721052,0.04%,5080,"2,744,283.00",Sell,715972,0.04%,25-08-2026,25-08-2026,Market Sale,26-08-2026,,
ZEEL,Zee Entertainment Enterprises Limited,Regulation 7 (2),Original,26-Aug-2026 19:26:04,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1105_20260826_192604468_WEB.html,505537,ZEEL,NOTLISTED,Ashish Agarwal,,1,Warrant,Promoter Group,"Sunbright Mauritius
Investments Limited",,0,0.00%,209447805,"6,597,605,858.00",Buy,209447805,17.90%,21-08-2026,21-08-2026,Preferential Offer,25-08-2026,,
EVEREADY,EVEREADY INDUSTRIES INDIA LIMITED,Regulation 7 (2),Original,26-Aug-2026 18:42:57,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2275_20260826_184257662_WEB.html,531508,EVEREADY,NOTLISTED,SHAMPA GHOSH RAY,,1,Equity,Promoter,VIVAYA ENTERPRISES PRIVATE LIMITED,U52100WB2021PTC245629,494558,0.68%,44558,"15,617,579.00",Pledge,494558,0.68%,24-08-2026,24-08-2026,Pledge Creation,26-08-2026,,
WSI,W S Industries (I) Limited,Regulation 7 (2),Original,26-Aug-2026 17:39:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_587_20260826_173943981_WEB.html,504220,WSI,NOTLISTED,V Balamurugan,,1,Equity,Promoter Group,Mamatha P,,1020788,1.34%,11499,"710,868.00",Buy,1032287,1.36%,24-08-2026,25-08-2026,Market Purchase,26-08-2026,,
LIBAS,Libas Consumer Products Limited,Regulation 7 (2),Original,26-Aug-2026 16:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14456_20260826_165855257_WEB.html,000000,LIBAS,NOTLISTED,Aman Ganji,,1,Equity,Promoter and Director,Riyaz Ganji,02236203,4438766,16.85%,15500,"156,510.00",Buy,4454266,16.91%,24-08-2026,24-08-2026,Market Purchase,26-08-2026,,
HNDFDS,HINDUSTAN FOODS LIMITED,Regulation 7 (2),Original,26-Aug-2026 16:23:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17576_20260826_162308558_WEB.html,519126,HNDFDS,NA,BANKIM PUROHIT,,1,Equity,Other,Bhairavi Prashant Sharma,,10000,0.01%,2500,"1,554,675.00",Sell,7500,0.01%,18-08-2026,18-08-2026,Market Sale,25-08-2026,,
TAINWALCHM,TAINWALA CHEMICALS AND PLASTICS (INDIA) LIMITED,Regulation 7 (2),Original,26-Aug-2026 15:08:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_481_20260826_150832299_WEB.html,507785,TAINWALCHM,NOTLISTED,Divya Saboo,,1,Equity,Promoter Group,PERIWINKLE FASHIONS PRIVATE LIMITED,U74994MH2004PTC144846,44317,0.47%,1140,"249,925.00",Buy,45457,0.48%,24-08-2026,25-08-2026,Market Purchase,26-08-2026,,
NATCOPHARM,NATCO PHARMA LIMITED,Regulation 7 (2),Original,26-Aug-2026 13:22:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1299_20260826_132233821_WEB.html,524816,NATCOPHARM,NOTLISTED,CH VENKAT RAMESH,,1,Equity,Promoter,DURGA DEVI NANNAPANENI,00805837,3539100,1.98%,50000,0.00,Sell,3489100,1.95%,24-08-2026,24-08-2026,Gift,25-08-2026,,
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Regulation 7 (2),Original,26-Aug-2026 12:03:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260826_120353444_WEB.html,532980,GOKUL,NOTLISTED,NIKHILKUMAR VADERA,,1,Equity,Promoter,Bhikhiben Balvantsinh Rajput,01054941,22871250,23.10%,20000,"904,186.00",Buy,22891250,23.12%,24-08-2026,24-08-2026,Market Purchase,25-08-2026,,
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Regulation 7 (2),Original,26-Aug-2026 12:03:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260826_120353444_WEB.html,532980,GOKUL,NOTLISTED,NIKHILKUMAR VADERA,,2,Equity,Promoter,Bhikhiben Balvantsinh Rajput,01054941,22891250,23.12%,60000,"2,706,348.00",Buy,22951250,23.18%,24-08-2026,24-08-2026,Market Purchase,25-08-2026,,
ZENSARTECH,ZENSAR TECHNOLOGIES LIMITED,Regulation 7 (2),Original,26-Aug-2026 09:40:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_476_20260826_094058666_WEB.html,504067,ZENSARTECH,NOTLISTED,ANAND DAGA,,1,Equity,Designated Person,Vijayasimha Alilughatta,,20732,0.01%,8983,"4,283,993.00",Buy,29715,0.01%,24-08-2026,24-08-2026,ESOP,25-08-2026,,
TIGERLOGS,Tiger Logistics (India) Limited,Regulation 7 (2),Original,25-Aug-2026 19:19:21,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26474_20260825_191921374_WEB.html,536264,TIGERLOGS,NOTLISTED,Harpreet Singh Malhotra,,1,Equity,Promoter Group,Brahma Suppliers Private Limited,U51909DL2004PTC359860,35229000,33.32%,25000,"743,750.00",Buy,35254000,33.34%,24-08-2026,24-08-2026,Market Purchase,25-08-2026,,
WABAG,VA TECH WABAG LIMITED,Regulation 7 (2),Original,25-Aug-2026 18:58:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3630_20260825_185845998_WEB.html,533269,WABAG,NOTLISTED,ANUP KUMAR SAMAL,,1,Equity,Designated Person,HIMANSU SEKHAR SAMAL,,1280,0.00%,730,"1,491,704.00",Sell,550,0.00%,24-08-2026,24-08-2026,Market Sale,24-08-2026,,
TTL,T T LIMITED,Regulation 7 (2),Original,25-Aug-2026 17:52:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2534_20260825_175212686_WEB.html,514142,TTL,NOTLISTED,VIMAL JAIN,,1,Equity,Promoter Group,T. T. BRANDS LIMITED,,89319156,34.58%,93044,"601,368.00",Buy,89412200,34.61%,24-08-2026,25-08-2026,Market Purchase,25-08-2026,,
PKTEA,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,Regulation 7 (2),Original,25-Aug-2026 17:11:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_12988_20260825_171133852_WEB.html,000000,PKTEA,NOTLISTED,SAURAV SINGHANIA,,1,Equity,Promoter Group,KIRAN VYAPAR LIMITED,L51909WB1995PLC071730,491235,15.87%,1443,"1,072,915.00",Buy,492678,15.91%,20-08-2026,20-08-2026,Market Purchase,24-08-2026,,
BIL,BHARTIYA INTERNATIONAL LIMITED,Regulation 7 (2),Original,25-Aug-2026 16:27:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1877_20260825_162722376_WEB.html,526666,BIL,NOTLISTED,YOGESH KUMAR GAUTAM,,1,Equity,Directors Immediate Relative,SAMIR BHOJWANI,,1000,0.01%,400,"337,941.00",Buy,1400,0.01%,19-08-2026,21-08-2026,Market Purchase,22-08-2026,,
BIL,BHARTIYA INTERNATIONAL LIMITED,Regulation 7 (2),Original,25-Aug-2026 16:27:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1877_20260825_162722376_WEB.html,526666,BIL,NOTLISTED,YOGESH KUMAR GAUTAM,,2,Equity,KMP,RAJ KUMAR CHAWLA,,1177,0.01%,350,"291,723.00",Buy,1527,0.01%,21-08-2026,21-08-2026,Market Purchase,22-08-2026,,
BHARATGEAR,Bharat Gears Limited,Regulation 7 (2),Original,25-Aug-2026 16:08:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1253_20260825_160818333_WEB.html,505688,BHARATGEAR,NOTLISTED,Prashant Khattry,,1,Equity,Promoter Immediate Relative,Viney  Uppal,,0,0.00%,33215,"3,512,886.00",Buy,33215,0.22%,06-08-2026,13-08-2026,Market Purchase,24-08-2026,,
MAZDA,MAZDA LIMITED,Regulation 7 (2),Original,25-Aug-2026 15:49:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14337_20260825_154919989_WEB.html,523792,MAZDA,NOTLISTED,NISHITH KAYASTH,,1,Equity,Director,PERCY XEREX AVARI,00499114,2047890,10.23%,4100,"977,171.00",Buy,2051990,10.25%,21-08-2026,24-08-2026,Market Purchase,24-08-2026,,
ALKYLAMINE,ALKYL AMINES CHEMICALS LIMITED,Regulation 7 (2),Original,25-Aug-2026 14:40:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1527_20260825_144034509_WEB.html,506767,ALKYLAMINE,NOTLISTED,CHINTAMANI D. THATTE,,1,Equity,Director,Rakesh Goyal,07977008,12295,0.02%,5000,"9,761,324.00",Sell,7295,0.01%,19-08-2026,19-08-2026,Market Sale,21-08-2026,,
VSTL,VIBHOR STEEL TUBES LIMITED,Regulation 7 (2),Original,25-Aug-2026 12:15:11,https://nsearchives.nseindia.com/corporate/ixbrl/IT_22607_20260825_121511740_WEB.html,544124,VSTL,NOTLISTED,PALLAVI AGGARWAL,,1,Equity,Promoter and Director,VIJAY KUMAR KAUSHIK,02249672,4179400,22.04%,5600,"621,635.00",Buy,4185000,22.07%,24-08-2026,24-08-2026,Market Purchase,25-08-2026,,
SWARAJ,SWARAJ SUITING LIMITED,Regulation 7 (2),Original,24-Aug-2026 23:40:01,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20487_20260824_234001650_WEB.html,544861,SWARAJ,NOTLISTED,RAHUL KUMAR VERMA,,1,Equity,Promoter Group,GOMOTO TEXTILES PRIVATE LIMITED,U17120RJ2009PTC055669,1513400,5.73%,15000,"5,511,000.00",Sell,1498400,5.67%,20-08-2026,20-08-2026,Market Sale,24-08-2026,,
SWARAJ,SWARAJ SUITING LIMITED,Regulation 7 (2),Original,24-Aug-2026 23:40:01,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20487_20260824_234001650_WEB.html,544861,SWARAJ,NOTLISTED,RAHUL KUMAR VERMA,,2,Equity,Promoter Group,GOMOTO TEXTILES PRIVATE LIMITED,U17120RJ2009PTC055669,1498400,5.67%,95000,"35,254,851.00",Sell,1403400,5.31%,20-08-2026,24-08-2026,Market Sale,24-08-2026,,
STERTOOLS,STERLING TOOLS LIMITED,Regulation 7 (2),Original,24-Aug-2026 21:04:17,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1404_20260824_210417375_WEB.html,530759,STERTOOLS,NOTLISTED,Pragya Saxena,,1,Equity,Promoter and Director,ANIL AGGARWAL,00027214,5110583,14.06%,80000,0.00,Sell,5030583,13.84%,24-08-2026,24-08-2026,Gift,24-08-2026,,
STERTOOLS,STERLING TOOLS LIMITED,Regulation 7 (2),Original,24-Aug-2026 21:04:17,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1404_20260824_210417375_WEB.html,530759,STERTOOLS,NOTLISTED,Pragya Saxena,,2,Equity,Promoter and Director,AKHILL AGGARWAL,01681666,3171838,8.73%,80000,0.00,Buy,3251838,8.95%,24-08-2026,24-08-2026,Gift,24-08-2026,,
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,Regulation 7 (2),Original,24-Aug-2026 19:34:39,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260824_193439888_WEB.html,526829,CONFIPET,NOTLISTED,Prity Bhabhra,,1,Equity,Promoter Group,CONFIDENCE LPG BOTTLING PRIVATE LIMITED,,16453989,4.95%,2772372,"202,734,295.00",Buy,19226361,5.79%,19-08-2026,21-08-2026,Market Purchase,24-08-2026,,
BCONCEPTS,BRAND CONCEPTS LIMITED,Regulation 7 (2),Original,24-Aug-2026 18:34:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15702_20260824_183427066_WEB.html,543442,BCONCEPTS,NOTLISTED,Swati Gupta,,1,Equity,Director,Govind Shridhar Shrikhande,00029419,8990,0.07%,2813,"448,641.00",Buy,11803,0.09%,21-08-2026,21-08-2026,Market Purchase,24-08-2026,,
INDOWIND,INDOWIND ENERGY LIMITED,Regulation 7 (2),Original,24-Aug-2026 17:35:31,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2653_20260824_173531869_WEB.html,532894,INDOWIND,NOTLISTED,B SHARATH,,1,Equity,Promoter Group,INDUS CAPITAL PRIVATE LIMITED,U67190MH2010PTC209634,16844559,10.46%,405500,"3,494,363.00",Buy,17250059,10.71%,19-08-2026,21-08-2026,Market Purchase,21-08-2026,,
EUROPRATIK,Euro Pratik Sales Limited,Regulation 7 (2),Original,24-Aug-2026 16:51:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25276_20260824_165134306_WEB.html,544519,EUROPRATIK,NOTLISTED,Shruti Shukla,,1,Equity,Designated Person,Kulmeet Sarup Saggu,,1912463,1.87%,5336,"1,466,639.00",Sell,1907127,1.87%,13-08-2026,20-08-2026,Market Sale,21-08-2026,,
EUROPRATIK,Euro Pratik Sales Limited,Regulation 7 (2),Original,24-Aug-2026 16:51:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25276_20260824_165134306_WEB.html,544519,EUROPRATIK,NOTLISTED,Shruti Shukla,,2,Equity,Designated Person,Manoj Gala,,3359140,3.29%,6000,"1,632,257.00",Sell,3353140,3.28%,14-08-2026,21-08-2026,Market Sale,22-08-2026,,
EUROPRATIK,Euro Pratik Sales Limited,Regulation 7 (2),Original,24-Aug-2026 16:51:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25276_20260824_165134306_WEB.html,544519,EUROPRATIK,NOTLISTED,Shruti Shukla,,3,Equity,Designated Person,Prakash Rita,,3630300,3.55%,4000,"1,078,988.00",Sell,3626300,3.55%,18-08-2026,21-08-2026,Market Sale,22-08-2026,,
SHIVALIK,Shivalik Rasayan Limited,Regulation 7 (3),Original,24-Aug-2026 12:34:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20019_20260824_123447253_WEB.html,539148,SHIVALIK,NA,Parul Choudhary,,1,Equity,Connected Person,Sanjay Bansal,,50000,0.32%,25000,"6,831,455.00",Sell,25000,0.16%,21-08-2026,21-08-2026,Market Sale,24-08-2026,,
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,Regulation 7 (2),Original,24-Aug-2026 10:19:04,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260824_101904756_WEB.html,511589,AVONMORE,NOTLISTED,SONAL,,1,Equity,Promoter,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,U74899DL1994PTC057217,94330731,33.42%,64000,"851,693.00",Buy,94394731,33.45%,21-08-2026,21-08-2026,Market Purchase,24-08-2026,,
WSI,W S Industries (I) Limited,Regulation 7 (2),Original,22-Aug-2026 16:37:57,https://nsearchives.nseindia.com/corporate/ixbrl/IT_587_20260822_163757788_WEB.html,504220,WSI,NOTLISTED,T R Sivaraman,,1,Equity,Promoter,S. Aravindan,,4641956,6.12%,29300,"1,783,245.00",Buy,4671256,6.15%,20-08-2026,21-08-2026,Market Purchase,22-08-2026,,
WSI,W S Industries (I) Limited,Regulation 7 (2),Original,22-Aug-2026 16:37:57,https://nsearchives.nseindia.com/corporate/ixbrl/IT_587_20260822_163757788_WEB.html,504220,WSI,NOTLISTED,T R Sivaraman,,2,Equity,Promoter Group,Mamatha P,,1011298,1.33%,9490,"576,911.00",Buy,1020788,1.34%,20-08-2026,21-08-2026,Market Purchase,22-08-2026,,
RELTD,Ravindra Energy Limited,Regulation 7 (2),Revision,22-Aug-2026 00:24:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_23918_20260822_002420334_WEB.html,504341,RELTD,NOTLISTED,Madhukar Shipurkar,,1,Equity,Promoter,Khandepar Investments Private Limited,U65910KA1997PTC022644,60535860,30.49%,1870800,"311,881,068.00",Pledge,60535860,30.49%,20-08-2026,20-08-2026,Pledge Creation,21-08-2026,,
RELTD,Ravindra Energy Limited,Regulation 7 (2),Revision,22-Aug-2026 00:24:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_23918_20260822_002420334_WEB.html,504341,RELTD,NOTLISTED,Madhukar Shipurkar,,2,Equity,Promoter and Director,Narendra Madhusudan Murkumbi,00009164,41534310,20.92%,300000,"50,013,000.00",Pledge,41534310,20.92%,20-08-2026,20-08-2026,Pledge Creation,21-08-2026,,
RUBICON,RUBICON RESEARCH LIMITED,Regulation 7 (2),Original,21-Aug-2026 21:31:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24193_20260821_213133709_WEB.html,544578,RUBICON,NOTLISTED,DEEPASHREE TANKSALE,,1,Equity,Employee,Sarabjit Singh,,281816,0.17%,35000,"1,773.00",Sell,246816,0.15%,18-08-2026,18-08-2026,Market Sale,19-08-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,21-Aug-2026 19:56:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260821_195634622_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,,1,Equity,Trust,Info Edge Employees Stock Option Plan Trust,,451071,0.07%,902,"1,804.00",Sell,450169,0.07%,20-08-2026,20-08-2026,ESOP,21-08-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,21-Aug-2026 19:56:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260821_195634622_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,,2,Equity,KMP,Ambarish Raghuvanshi,,6815145,1.05%,50000,"68,329,775.00",Sell,6765145,1.04%,19-08-2026,20-08-2026,Market Sale,20-08-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,21-Aug-2026 19:56:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260821_195634622_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,,3,Equity,Promoter and Director,Hitesh Oberoi,01189953,31507350,4.86%,398408,"542,329,285.00",Sell,31108942,4.80%,20-08-2026,21-08-2026,Market Sale,21-08-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,21-Aug-2026 19:56:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260821_195634622_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,,4,Equity,Designated Person,Niraj Seth,,23949,0.00%,800,"1,101,360.00",Sell,23149,0.00%,19-08-2026,19-08-2026,Market Sale,20-08-2026,,
GANECOS,GANESHA ECOSPHERE LIMITED,Regulation 7 (2),Original,21-Aug-2026 18:26:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_11601_20260821_182658317_WEB.html,514167,GANECOS,NOTLISTED,Bharat Kumar Sajnani,,1,Equity,Other,Ganesha Employee Welfare Trust,,58590,0.22%,400,"434,466.00",Sell,58190,0.22%,06-08-2026,06-08-2026,ESOP,19-08-2026,,
GANECOS,GANESHA ECOSPHERE LIMITED,Regulation 7 (2),Original,21-Aug-2026 18:26:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_11601_20260821_182658317_WEB.html,514167,GANECOS,NOTLISTED,Bharat Kumar Sajnani,,2,Equity,Other,Ganesha Employee Welfare Trust,,58190,0.22%,204,"217,043.00",Sell,57986,0.22%,13-08-2026,13-08-2026,Market Sale,19-08-2026,,
GANECOS,GANESHA ECOSPHERE LIMITED,Regulation 7 (2),Original,21-Aug-2026 18:26:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_11601_20260821_182658317_WEB.html,514167,GANECOS,NOTLISTED,Bharat Kumar Sajnani,,3,Equity,Other,Ganesha Employee Welfare Trust,,57986,0.22%,185,"203,447.00",Sell,57801,0.22%,14-08-2026,14-08-2026,Market Sale,19-08-2026,,
GANECOS,GANESHA ECOSPHERE LIMITED,Regulation 7 (2),Original,21-Aug-2026 18:26:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_11601_20260821_182658317_WEB.html,514167,GANECOS,NOTLISTED,Bharat Kumar Sajnani,,4,Equity,Other,Ganesha Employee Welfare Trust,,57801,0.22%,395,"434,066.00",Sell,57406,0.21%,17-08-2026,17-08-2026,Market Sale,19-08-2026,,
GANECOS,GANESHA ECOSPHERE LIMITED,Regulation 7 (2),Original,21-Aug-2026 18:26:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_11601_20260821_182658317_WEB.html,514167,GANECOS,NOTLISTED,Bharat Kumar Sajnani,,5,Equity,Other,Ganesha Employee Welfare Trust,,57406,0.21%,616,"663,568.00",Sell,56790,0.21%,18-08-2026,18-08-2026,ESOP,19-08-2026,,
RAMCOIND,RAMCO INDUSTRIES LIMITED,Regulation 7 (2),Original,21-Aug-2026 17:29:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1560_20260821_172928584_WEB.html,532369,RAMCOIND,NOTLISTED,S BALAMURUGASUNDARAM,,1,Equity,Director,N K SHRIKANTAN RAJA,00350693,16373,0.02%,5000,"1,708,077.00",Sell,11373,0.01%,19-08-2026,19-08-2026,Market Sale,20-08-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,21-Aug-2026 16:36:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260821_163620299_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,1,Equity,Employee,Baratam Laxmi Prasad,,7500,0.00%,2500,"945,000.00",Buy,10000,0.00%,19-08-2026,19-08-2026,ESOP,19-08-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,21-Aug-2026 16:36:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260821_163620299_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,2,Equity,Employee,Byreddi Tavitinaidu,,3200,0.00%,2100,"793,800.00",Buy,5300,0.00%,19-08-2026,19-08-2026,ESOP,20-08-2026,,
